filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
5s_1000.wav,0.2602481544017792,1502.8480185296908,2008.2460432974676,3165.430704752604,0.05483217592592592,-211.64508056640625,115.6952133178711,1.788414716720581,27.45092010498047,-2.5847885608673096,10.83548641204834,0.36126652359962463,3.049642562866211,0.8693018555641174,7.679564476013184,1.3573503494262695,7.615166187286377,-2.594221591949463,5.153347969055176,-7.035159111022949,-4.6982903480529785,-5.492856502532959,-2.1650946140289307,-8.572175979614258,0.5920531749725342,jazz
5s_1001.wav,0.2550492584705353,1327.9053017825952,1653.6105997535956,2575.01220703125,0.057732476128472224,-171.16973876953125,149.0714111328125,-14.536202430725098,29.898319244384766,-19.604890823364258,2.624148368835449,-14.742436408996582,-2.471673011779785,-13.741766929626465,-1.1684603691101074,-4.770950794219971,2.8501429557800293,-4.491640090942383,-0.34750601649284363,-4.41845178604126,1.49397611618042,-1.766808271408081,1.845696210861206,-3.1703906059265137,-0.921716034412384,jazz
5s_1002.wav,0.26355937123298645,1328.6331875398594,1644.6857966048076,2563.4979248046875,0.057384349681712965,-176.93478393554688,148.6700439453125,-11.971735000610352,31.20810890197754,-18.866939544677734,1.7411308288574219,-16.733356475830078,-1.9716713428497314,-13.044929504394531,-2.4188473224639893,-6.959116458892822,3.024343490600586,-3.408534288406372,1.1962002515792847,-3.550337076187134,2.306551933288574,-2.61004376411438,-2.5447633266448975,-6.904888153076172,2.9755873680114746,jazz
5s_1003.wav,0.250503808259964,1335.291983804809,1589.4577998933191,2450.7476806640625,0.06724491825810185,-175.2125701904297,150.79055786132812,-19.53006935119629,23.34211540222168,-21.097660064697266,3.3983752727508545,-11.401204109191895,1.7253878116607666,-9.582047462463379,1.840436339378357,-3.520885944366455,3.0252230167388916,-2.406074047088623,-0.1337992399930954,-7.017178058624268,-2.024763345718384,-1.5608413219451904,3.991464376449585,-2.2564427852630615,-1.7978845834732056,jazz
5s_1004.wav,0.25642213225364685,1287.0373699709296,1577.8946984972736,2367.8548177083335,0.061394585503472224,-173.00929260253906,152.45895385742188,-14.814603805541992,28.012338638305664,-21.419145584106445,1.5597060918807983,-12.495110511779785,0.8407762050628662,-12.842022895812988,-5.485523223876953,-8.717591285705566,3.3990132808685303,-1.3242096900939941,2.1003334522247314,-3.4713456630706787,1.151987910270691,-2.9227380752563477,-3.6974477767944336,-7.666486740112305,2.488123655319214,jazz
5s_1005.wav,0.23946338891983032,1282.4381276333258,1575.4236176139882,2442.6228841145835,0.058259186921296294,-175.9828338623047,153.0663299560547,-17.326675415039062,28.942955017089844,-21.300233840942383,2.4592483043670654,-12.65049934387207,-0.28142237663269043,-14.99650764465332,-6.685762882232666,-9.879327774047852,2.3432395458221436,0.5880976319313049,8.217384338378906,1.8503837585449219,4.181557655334473,-2.0133726596832275,-1.9889353513717651,-5.212169647216797,0.6624135375022888,jazz
5s_1006.wav,0.37552326917648315,1118.0360886765295,1591.5642620560748,2006.3761393229167,0.054352936921296294,-313.88275146484375,152.04595947265625,14.19465160369873,39.19401168823242,-2.626007080078125,15.940671920776367,2.480241537094116,4.709603786468506,-3.0068345069885254,3.0273640155792236,-3.0551819801330566,0.2333212047815323,-2.221086263656616,2.5114121437072754,2.6155710220336914,0.2505522072315216,-0.34227871894836426,7.042405128479004,2.54831600189209,0.09805604815483093,jazz
5s_1007.wav,0.3662198483943939,1967.025470614587,1951.335397371266,4182.3760986328125,0.11036964699074074,-175.33351135253906,119.40884399414062,-21.672231674194336,62.84543991088867,-34.55434036254883,27.043851852416992,-16.06230926513672,2.2668819427490234,-8.677371978759766,0.9513152837753296,-6.861127853393555,2.367598533630371,-5.87419319152832,-5.239228248596191,3.2532763481140137,-2.774304151535034,-0.04843568801879883,-0.45162510871887207,-4.957483291625977,-1.509079098701477,jazz
5s_1008.wav,0.34126177430152893,2232.5177943240674,2004.1124216242142,4508.2651774088545,0.14088948567708334,-163.86280822753906,109.04053497314453,-26.29755973815918,65.87581634521484,-37.166297912597656,26.1910400390625,-16.791675567626953,3.5308713912963867,-11.409028053283691,-1.0832661390304565,-6.757045269012451,3.121525526046753,-5.509478569030762,-6.018892288208008,3.0445446968078613,-4.137505054473877,0.04730641469359398,1.954655408859253,-1.7608894109725952,-1.0072873830795288,jazz
5s_1009.wav,0.4493309259414673,2609.999252674679,2102.9934803082992,4995.503743489583,0.18528238932291666,-133.57115173339844,91.14364624023438,-34.170257568359375,66.67278289794922,-39.77517318725586,31.205354690551758,-19.37289810180664,9.818483352661133,-11.551934242248535,5.174676895141602,-6.280972957611084,3.6645143032073975,-8.843522071838379,-5.024425506591797,4.38795280456543,-0.4978463351726532,1.0014199018478394,0.49827665090560913,0.3757700026035309,0.8132690191268921,jazz
5s_1010.wav,0.4323100745677948,2339.461657715074,1938.5162199123542,4552.378336588542,0.15895815248842593,-110.12547302246094,111.46968841552734,-49.36957550048828,62.750553131103516,-41.57392120361328,29.39568328857422,-19.59166145324707,8.973274230957031,-11.71622371673584,0.7628780007362366,-7.8036723136901855,3.5892231464385986,-0.3541772663593292,0.09899086505174637,7.471343994140625,-4.434883117675781,1.0388799905776978,-0.031130755320191383,-0.4213709235191345,-5.452162742614746,jazz
5s_1011.wav,0.33027201890945435,2190.210965391344,2214.7869035149106,3881.4595540364585,0.11175311053240741,-132.54376220703125,106.95230865478516,-13.484637260437012,1.4335395097732544,20.65049934387207,6.5567851066589355,-11.278986930847168,4.979516506195068,-7.396328926086426,-7.856393337249756,-11.02418327331543,-4.568044662475586,-10.521147727966309,-1.963957667350769,-2.852794885635376,10.427014350891113,-1.533150553703308,2.425905466079712,0.44034942984580994,-0.49047526717185974,jazz
5s_1012.wav,0.3749774992465973,2039.835496659189,2267.9700271532984,4054.3233235677085,0.08800591362847222,-110.80838775634766,107.32817840576172,-13.62061595916748,6.946614742279053,7.9724040031433105,16.31806755065918,0.8990252614021301,5.574520111083984,0.6503674387931824,10.096721649169922,-1.1038864850997925,0.4459083080291748,-7.744406223297119,1.3353325128555298,-3.1016294956207275,2.4590260982513428,0.38858315348625183,7.4627604484558105,-3.085968017578125,-5.401800155639648,jazz
