filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
1.5s_1000.wav,0.25993406772613525,1453.0459848622481,1928.0984843871795,2986.4896334134614,0.05766225961538462,-196.6103515625,117.76966094970703,-1.0273172855377197,30.515077590942383,-4.063183307647705,10.03952407836914,3.005631685256958,3.567387104034424,1.4596294164657593,9.320511817932129,1.6045743227005005,9.959197998046875,-1.788710594177246,7.220101356506348,-9.42321491241455,-7.78358268737793,-5.544145584106445,-4.706195831298828,-10.555624008178711,-2.5056042671203613,jazz
1.5s_1001.wav,0.21839700639247894,1314.9231946873,1615.4908508156984,2449.1533954326924,0.060381610576923074,-177.16758728027344,147.8933868408203,-14.771158218383789,28.79982566833496,-21.53129005432129,3.5563907623291016,-9.872841835021973,2.3295512199401855,-12.993091583251953,-8.019657135009766,-11.08446979522705,4.248170852661133,4.062106609344482,7.49017333984375,-1.0166789293289185,0.3479904234409332,-6.144155979156494,-6.958705425262451,-7.066150188446045,4.565330982208252,jazz
1.5s_1002.wav,0.28475421667099,1246.223407383133,1550.5789042461106,2300.5742938701924,0.057279146634615384,-168.04751586914062,154.93650817871094,-13.9949951171875,32.29424285888672,-20.05373764038086,-1.0139561891555786,-17.330135345458984,-2.3154327869415283,-16.40275001525879,-5.4617390632629395,-9.989742279052734,1.0175871849060059,-4.550786018371582,2.470733404159546,-1.697721004486084,3.994936466217041,-1.9343916177749634,-1.8578234910964966,-5.400290012359619,4.401898384094238,jazz
1.5s_1003.wav,0.27560660243034363,1282.1493071366137,1584.9311501502566,2352.585261418269,0.062034254807692306,-173.4884490966797,155.30331420898438,-13.29458236694336,29.36656379699707,-22.029890060424805,2.7258622646331787,-14.642888069152832,0.5169066786766052,-11.22679615020752,-2.089552164077759,-6.705290794372559,4.354875087738037,-5.477786064147949,-1.1392483711242676,-6.461079120635986,1.4792174100875854,-3.0849874019622803,-3.299745798110962,-11.357768058776855,2.9758822917938232,jazz
1.5s_1004.wav,0.25799742341041565,1313.1853887207537,1596.3872112973668,2350.763221153846,0.06089242788461539,-178.70309448242188,152.51547241210938,-17.1469783782959,20.815858840942383,-24.336828231811523,1.6425803899765015,-10.677501678466797,6.065896034240723,-9.364568710327148,-2.444631338119507,-7.4877471923828125,3.611987829208374,0.15968042612075806,4.416675090789795,-4.0088114738464355,0.38771557807922363,-0.8165204524993896,1.436234474182129,-6.002609729766846,-3.110018491744995,jazz
1.5s_1005.wav,0.24737447500228882,1317.901785503041,1598.7859390237181,2638.3143028846152,0.05979567307692308,-174.29039001464844,150.95957946777344,-20.423093795776367,32.078556060791016,-18.02982521057129,4.8109846115112305,-11.725900650024414,-0.6797795295715332,-19.385051727294922,-11.459785461425781,-9.407327651977539,7.843680381774902,4.522446632385254,10.327778816223145,0.908151388168335,3.071202039718628,-3.3370728492736816,-3.199662923812866,-7.743850231170654,-1.8619099855422974,jazz
1.5s_1006.wav,0.39921170473098755,2469.1812361430993,2083.9462204066535,4937.066556490385,0.17116135817307693,-99.18690490722656,99.64501953125,-35.24262619018555,61.88291549682617,-43.23765563964844,30.667036056518555,-21.559368133544922,10.18742561340332,-15.805055618286133,6.77393913269043,-4.898255348205566,2.690974235534668,-13.913153648376465,-5.779594421386719,2.765745162963867,-1.936270833015442,0.2176641970872879,2.99650502204895,9.2946195602417,3.999896764755249,jazz
1.5s_1007.wav,0.4539882242679596,2517.919361926754,2155.2253118206836,4961.084359975962,0.16618088942307693,-192.1177520751953,93.27366638183594,-22.405471801757812,74.59280395507812,-35.985107421875,32.60501480102539,-14.68821907043457,8.101927757263184,-7.513495922088623,3.950692892074585,-5.01430606842041,3.627929925918579,-4.0644307136535645,-4.259905815124512,9.64990520477295,1.0520652532577515,2.5715880393981934,-1.6386662721633911,-1.1395713090896606,-0.5784028172492981,jazz
1.5s_1008.wav,0.4694124758243561,2709.291263093385,2057.583429623795,5018.064528245192,0.1996394230769231,-77.69376373291016,86.69165802001953,-47.94804000854492,57.875404357910156,-41.8095588684082,29.853275299072266,-23.14229965209961,12.020092964172363,-13.106077194213867,6.060313701629639,-9.939701080322266,2.8048365116119385,-10.755936622619629,-5.022396087646484,-1.878105640411377,-1.1201791763305664,-0.0800381600856781,1.3270319700241089,-4.717687606811523,-0.6095962524414062,jazz
1.5s_1009.wav,0.4666459560394287,2573.934815821696,2031.3255282887258,4779.708533653846,0.18602013221153846,-165.994140625,97.66328430175781,-36.9727897644043,74.24465942382812,-37.76861572265625,29.92816162109375,-19.118789672851562,8.13137435913086,-8.293360710144043,3.5202713012695312,-3.5230178833007812,5.691709041595459,-2.0683884620666504,-2.304157018661499,9.636085510253906,-2.3839361667633057,3.1583571434020996,-0.036119136959314346,-3.5402991771698,-5.226894855499268,jazz
1.5s_1010.wav,0.4112924337387085,2224.4552487775027,1876.7369202660443,4411.987680288462,0.14076021634615385,-93.18541717529297,120.4156723022461,-55.43935775756836,57.7305908203125,-42.36263656616211,25.02000617980957,-23.679244995117188,6.129663944244385,-11.229816436767578,2.498567819595337,-7.492959976196289,-1.293174386024475,-4.435706615447998,-0.8158282041549683,10.065469741821289,-3.1062450408935547,0.06310366094112396,0.9147310256958008,-1.7228453159332275,-10.671814918518066,jazz
1.5s_1011.wav,0.2933168411254883,2330.6952936937064,2326.9479883651065,4318.069786658654,0.11533203125,-42.7402458190918,96.24452209472656,-27.56679344177246,1.3496718406677246,9.312981605529785,-0.4001767635345459,-9.565025329589844,2.493624210357666,-8.162259101867676,1.2568439245224,-2.892751693725586,8.358656883239746,-0.48980632424354553,2.8067636489868164,-6.552274703979492,4.653287410736084,-5.959503173828125,-2.4939987659454346,-4.776700973510742,3.6976256370544434,jazz
1.5s_1012.wav,0.4073728621006012,3003.6393187446956,2601.559512662712,5726.8381911057695,0.1630183293269231,-96.50336456298828,75.421142578125,-5.613972187042236,7.147665500640869,12.645994186401367,20.22058868408203,-4.809059143066406,1.8264883756637573,-0.9189684987068176,-0.2617497444152832,-0.9251093864440918,5.9275803565979,-8.071430206298828,-2.882844924926758,-10.17447280883789,-1.7843858003616333,-8.274088859558105,-0.6655320525169373,-5.727766036987305,-1.1326097249984741,jazz
1.5s_1013.wav,0.4383479952812195,2285.913995121022,2214.92620103818,4203.446890024038,0.12605919471153845,-30.53752899169922,95.42240142822266,-43.90256118774414,-9.249448776245117,-7.430525779724121,-0.6053286790847778,4.693930625915527,7.096321105957031,-14.998385429382324,8.85089111328125,-0.7818465828895569,0.9369036555290222,-8.101428031921387,10.089309692382812,2.9087092876434326,-2.432833433151245,-7.6622185707092285,3.1045455932617188,-2.6205623149871826,-1.3684773445129395,jazz
1.5s_1014.wav,0.2962398827075958,2480.133137891178,2409.985099855952,4768.113731971154,0.1343449519230769,-67.43522644042969,88.78109741210938,-19.368806838989258,7.979801177978516,11.9164400100708,6.509807586669922,-16.51119041442871,-5.604036331176758,-17.970542907714844,-3.4649288654327393,-4.2685322761535645,5.613583564758301,0.5046982765197754,9.403176307678223,-7.058809757232666,-2.0749006271362305,-4.293010711669922,2.4175186157226562,-6.027189254760742,1.683469533920288,jazz
1.5s_1015.wav,0.3732761740684509,2594.590947765222,2418.446221737935,5104.694260817308,0.13614032451923078,-64.83811950683594,84.51386260986328,-23.530187606811523,2.8694827556610107,18.159984588623047,12.917325019836426,-14.757734298706055,-0.48679909110069275,0.8213139772415161,5.588254928588867,2.171217441558838,12.84714412689209,-2.870725631713867,-0.3514782190322876,-2.808497190475464,0.9366053938865662,-10.47222900390625,-4.852483749389648,-2.6814920902252197,3.301976203918457,jazz
